〇 ling,xing,yuan
㱼 hai
㱽 qin,zhen
㱾 gai,kai
㱿 hu,qiang,que
㲀 chen,zhen
㲁 kong,zhong
㲂 cheng
㲃 jiu
㲄 jue,ku
㲅 ji
㲆 ling
㲈 shao,tao
㲉 que
㲊 rui
㲋 chuo
㲌 neng
㲍 zhi
㲎 lou
㲏 pao
㲒 bao,qu
㲓 rong,shu
㲔 xian
㲕 lei
㲖 xiao
㲗 fu
㲘 qu
㲚 sha
㲛 zhi
㲜 tan
㲝 rong
㲞 su,zu
㲟 ying
㲠 mao
㲡 nai
㲢 bian
㲤 shuai
㲥 tang
㲦 han
㲧 sao
㲨 rong
㲪 deng
㲫 pu
㲬 jiao
㲭 tan
㲯 ran
㲰 ning
㲱 lie
㲲 die
㲳 die,zhi
㲴 zhong
㲶 lv
㲷 dan
㲸 xi
㲹 gui
㲺 ji
㲻 ni
㲼 cha,yi
㲽 nian,ren
㲾 yu
㲿 wang
㳀 guo
㳁 ze
㳂 yan
㳃 cui
㳄 xian
㳅 jiao
㳆 tou
㳇 fu
㳈 pei
㳊 you,zhong
㳋 qiu
㳌 ya
㳍 bu
㳎 bian
㳏 shi
㳐 zha
㳑 yi
㳒 bian
㳔 dui
㳕 lan
㳖 yi
㳗 cha,chai
㳘 chong
㳙 xuan
㳚 xu
㳛 you,yu
㳜 xiu
㳠 ta
㳡 guo
㳥 long
㳦 xie
㳧 che,re
㳨 jian
㳩 tan
㳪 pi
㳫 zan
㳬 xuan
㳭 xian
㳮 niao
㳴 mi
㳵 ji
㳶 nou,ru
㳷 hu,min,tui,wen
㳸 hua
㳹 wang
㳺 you
㳻 ze
㳼 bi,yu
㳽 mi
㳾 qiang
㳿 xie
㴀 fan
㴁 yi
㴂 tan
㴃 lei
㴄 yong
㴆 jin
㴇 mang,she
㴈 yin
㴉 ji
㴋 su
㴎 nai
㴏 wang
㴐 mian
㴑 su
㴒 yi
㴓 shai
㴔 ji,se,xi,yi
㴕 ji
㴖 luo
㴗 you
㴘 mao
㴙 zha
㴚 sui
㴛 zhi
㴜 bian
㴝 li
㴥 qiao
㴦 guan
㴧 xi
㴨 zhen
㴩 yong
㴪 nie
㴫 jun,ya
㴬 xie
㴭 yao
㴮 xie
㴯 zhi
㴰 neng
㴲 si
㴳 long
㴴 chen
㴵 mi
㴶 hu,que
㴷 dan
㴸 shan
㴼 su
㴽 xie
㴾 bo
㴿 ding
㵀 zu
㵂 shu
㵃 she
㵄 han,yu
㵅 tan
㵆 gao
㵊 na
㵋 mi
㵌 xun
㵍 men
㵎 jian
㵏 cui
㵐 jue
㵑 he
㵒 bi,fei,pai
㵓 shi
㵔 che
㵕 shen
㵖 nv
㵗 ping
㵘 man
㵝 yi
㵞 chou
㵠 ku
㵡 bao
㵢 lei
㵣 ke
㵤 sha
㵥 bi
㵦 sui
㵧 ge,yi
㵨 bo,pi
㵩 yi
㵪 xian,yan
㵫 ni
㵬 ying
㵭 zhu
㵮 chun
㵯 feng
㵰 xu
㵱 piao
㵲 wu
㵳 liao
㵴 cang
㵵 ju,zou
㵶 zuo
㵷 bian
㵸 yao
㵹 huan,mo
㵺 pai
㵻 xiu
㵽 lei
㵾 jing,qing
㵿 xiao
㶀 jiao
㶁 guo,huo
㶄 yan
㶅 xue
㶆 chu,zhu
㶇 heng
㶈 ying
㶉 xi
㶌 lian
㶍 xian
㶎 huan
㶏 yin
㶑 lian
㶒 shan,shen,tan
㶓 cang
㶔 bei
㶕 jian
㶖 shu
㶗 fan
㶘 dian
㶚 ba
㶛 yu
㶞 nang
㶟 lei
㶠 yi
㶡 dai,huo
㶣 chan,yin
㶤 chao
㶥 gan
㶦 jin
㶧 nen
㶫 liao
㶬 mo
㶭 you
㶯 liu
㶰 han
㶲 yong
㶳 jin
㶴 chi
㶵 ren
㶶 nong
㶹 hong
㶺 tian
㶼 ai,xi
㶽 gua
㶾 biao
㶿 bo
㷀 qiong
㷂 shu
㷃 chui
㷄 hui
㷅 chao
㷆 fu
㷇 guai,hui
㷈 e
㷉 wei
㷊 fen
㷋 tan
㷍 lun
㷎 he
㷏 yong
㷐 hui
㷒 yu
㷓 zong
㷔 yan
㷕 qiu
㷖 zhao
㷗 jiong
㷘 tai
㷟 tui
㷠 lin
㷡 jiong
㷢 zha
㷣 xing
㷤 hu,xue
㷦 xu
㷪 cui
㷫 qing
㷬 mo
㷮 zao
㷯 beng
㷰 chi,li
㷳 yan
㷴 ge
㷵 mo
㷶 bei
㷷 juan
㷸 die
㷹 shao,zhao
㷻 wu
㷼 yan
㷾 jue
㷿 xian
㸀 tai
㸁 han
㸃 dian
㸄 ji
㸅 ji,jie
㸆 kao
㸇 zuan
㸉 xie
㸊 la,lai
㸋 fan
㸌 huo
㸍 xi
㸎 nie
㸏 mi
㸐 ran
㸑 cuan
㸒 jing,yin
㸓 mi
㸕 jue
㸖 qu
㸗 tong
㸘 wan
㸙 zhe
㸚 li
㸛 shao
㸜 kong
㸝 kan,xian
㸞 zhe
㸟 zhi
㸠 tiao
㸡 shu
㸢 bei
㸣 ye
㸤 pian
㸥 chan
㸦 hu,jia
㸧 ken
㸨 jiu
㸩 an
㸪 chun
㸫 qian
㸬 bei
㸭 ba
㸮 fen
㸯 ke
㸰 tuo
㸱 tuo
㸲 zuo
㸳 ling
㸵 gui
㸶 yan
㸷 shi
㸸 hou,kou,ou
㸹 lie,luo
㸺 sha
㸻 si
㸽 bei
㸾 ren
㸿 du
㹀 bo
㹁 liang
㹂 qian
㹃 fei
㹄 ji
㹅 zong
㹆 hui
㹇 he,jian
㹈 li
㹉 wan,yuan
㹊 yue
㹋 xiu
㹌 chan,sheng
㹍 di
㹎 lei
㹏 jin
㹐 chong
㹑 si
㹒 pu
㹓 yao
㹔 jiang
㹕 huan
㹖 huan
㹗 tao
㹘 ru
㹙 weng
㹚 ying
㹛 rao
㹜 yin
㹝 shi
㹞 ya,yin
㹟 jue,kuai
㹠 tun
㹡 xuan
㹢 ga,jia
㹣 zhong
㹤 qie
㹥 zhu
㹦 diao
㹨 you
㹫 yi
㹬 shi
㹭 yi
㹮 mo
㹱 que
㹲 xiao
㹳 wu
㹴 geng
㹵 ying
㹶 ting
㹷 shi
㹸 ni
㹹 geng
㹺 ta
㹻 wei,wo
㹼 ju
㹽 chan
㹾 jiao,piao
㹿 zhao,zhuo
㺀 hu,nao
㺁 nao
㺂 gan,yan
㺃 gou
㺄 yu
㺅 hou
㺇 si
㺈 chi
㺉 hu
㺊 yang
㺋 weng
㺌 xian
㺍 pin
㺎 rong
㺏 lou
㺐 lao,sao
㺑 sao,shan
㺒 nao,qiao,xiao
㺓 ze
㺔 hai,hui
㺕 bian,fan
㺖 han
㺗 chan
㺘 zhan
㺚 ta
㺛 zhu
㺜 nong
㺝 han
㺞 yu
㺟 zhuo
㺠 you
㺡 li
㺢 huo
㺣 xi
㺤 xian
㺥 chan
㺦 lian
㺨 si
㺩 jiu,qiu
㺪 pu
㺫 qiu
㺬 gong
㺭 zi
㺮 yu
㺱 reng
㺲 niu
㺳 mei
㺴 ba
㺵 jiu
㺷 xu
㺸 ping
㺹 bian
㺺 mao
㺿 yi
㻀 yu
㻂 ping
㻃 qu
㻄 bao
㻅 hui
㻉 bu
㻊 mang
㻋 la
㻌 tu
㻍 wu
㻎 li
㻏 ling
㻑 ji
㻒 jun
㻓 zou
㻔 duo
㻕 jue
㻖 dai
㻗 bei
㻝 la
㻞 ban,bin
㻟 sui
㻠 tu
㻡 die,xue
㻧 duo
㻪 sui
㻫 bi
㻬 tu
㻭 se
㻮 can
㻯 tu
㻰 mian
㻱 jin
㻲 lv
㻵 zhan
㻶 bi
㻷 ji
㻸 zen
㻹 xuan
㻺 li
㻽 sui,xuan
㻾 yong
㻿 shu
㼂 e
㼇 qiong
㼈 luo
㼉 zhen
㼊 tun
㼋 gu,ru
㼌 yu
㼍 lei
㼎 bo
㼏 nei
㼐 pian
㼑 lian
㼒 tang
㼓 lian
㼔 wen
㼕 dang
㼖 li
㼗 ting
㼘 wa
㼙 zhou
㼚 gang
㼛 xing
㼜 ang
㼝 fan
㼞 beng,peng
㼟 bo
㼠 tuo
㼡 shu
㼢 yi
㼣 bo
㼤 qie
㼥 kao,tou
㼦 gong
㼧 tong
㼨 han
㼩 cheng,sheng
㼪 jie
㼫 hua,huan
㼬 xing
㼭 dian
㼮 chai,qi
㼯 dong
㼰 pi
㼱 jun,ruan
㼲 lie
㼳 sheng
㼴 ou
㼵 di
㼶 yu
㼷 chuan,zhuan
㼸 rong
㼹 huang,kang
㼺 tang
㼻 cong
㼼 piao
㼽 chuang,shuang
㼾 lu
㼿 tong,zhong
㽀 zheng
㽁 li
㽂 sa
㽃 pan
㽄 si
㽆 dang
㽇 hu
㽈 yi
㽉 xian
㽊 xie
㽋 luo
㽌 liu
㽎 tan,xin
㽏 gan
㽑 tan
㽕 you
㽖 nan
㽘 gang
㽙 jun
㽚 chi
㽛 gou,qu
㽜 wan
㽝 li
㽞 liu
㽟 lie
㽠 xia
㽡 bei
㽢 an
㽣 yu
㽤 ju
㽥 rou
㽦 xun
㽧 zi
㽨 cuo
㽩 can
㽪 zeng
㽫 yong
㽬 fu,pi
㽭 ruan
㽯 xi
㽰 shu
㽱 jiao,jiu,niu
㽲 jiao,xiu
㽳 xu
㽴 zhang
㽷 shui
㽸 chen
㽹 fan
㽺 ji
㽻 zhi
㽽 gu
㽾 wu
㾀 qie,qu
㾁 shu
㾂 hai
㾃 tuo
㾄 chou,du
㾅 zi
㾆 ran
㾇 mu
㾈 fu
㾉 ling
㾊 ci,ji,se
㾋 xiu
㾌 xuan
㾍 nai
㾎 xia,ya
㾏 jie,ya
㾐 li
㾑 da,he
㾒 ru
㾓 yuan
㾔 lv
㾕 shen
㾖 li
㾗 liang
㾘 geng
㾙 xi,xin
㾚 xie
㾛 qin
㾜 qie
㾝 che
㾞 you
㾟 bu
㾠 kuang
㾡 que
㾢 ai
㾣 qin
㾤 qiang
㾥 chu
㾦 pei
㾧 kuo,luo
㾨 ai,qi,yi
㾩 guai
㾪 sheng
㾫 pian
㾭 zhou
㾮 huang
㾯 hui,tui
㾰 hu
㾱 bei
㾴 zha
㾵 ji
㾶 gu
㾷 xi
㾸 gao
㾹 chai,chi,zhai
㾺 ma
㾻 chu,zhu
㾼 tui
㾽 tui,zhui
㾾 lian,xian
㾿 lang
㿃 dai,zhi
㿄 ai
㿅 xian
㿆 guo
㿇 xi
㿉 tui
㿊 can
㿋 sao
㿌 xian
㿍 jie
㿎 fen
㿏 qun
㿑 yao
㿒 chou,dao,zhou
㿓 jia
㿔 lei
㿕 yan
㿖 lu
㿗 tui
㿘 ying
㿙 pi
㿚 luo
㿛 li
㿜 bie
㿞 mao
㿟 bai
㿠 huang
㿢 yao
㿣 he
㿤 chun
㿥 he
㿦 ning
㿧 chou
㿨 li
㿩 tang
㿪 huan
㿫 bi
㿬 ba
㿭 che,le
㿮 yang
㿯 da
㿰 ao,bi
㿱 xue
㿳 zi
㿴 da
㿵 ran
㿶 bang
㿷 cao,cuo
㿸 man,wan
㿹 ta
㿺 bao
㿻 gan
㿼 yan
㿽 xi
㿾 zhu
㿿 ya
䀀 fan
䀁 you
䀂 an
䀃 tui
䀄 meng
䀅 she
䀆 jin
䀇 gu
䀈 ji
䀉 qiao
䀊 jiao
䀋 yan
䀌 xi
䀍 kan
䀎 mian
䀏 xuan,xun
䀐 shan
䀑 wo
䀒 qian
䀓 huan
䀔 ren
䀕 zhen
䀖 tian
䀗 jue,xue
䀘 ji,xie
䀙 qi
䀚 ang
䀛 ma,mei,wu
䀜 gu
䀞 tao
䀟 fan
䀠 ju
䀡 chan,dian,tan
䀢 shun
䀣 bi,ma
䀤 mao
䀥 shuo
䀦 gu
䀧 hong
䀨 gua,hua
䀩 luo
䀪 hang
䀫 jia,tun
䀬 quan
䀭 gai
䀮 huang
䀯 bu
䀰 gu
䀱 feng
䀲 mu
䀳 ai
䀴 keng,ya,ying
䀵 shun
䀶 lang,liang
䀷 jie
䀸 chi
䀹 jia,jie,she,ya,zha
䀺 chou,tao
䀻 ping
䀼 chen,ren
䀽 yan
䀾 du
䀿 di
䁁 liang
䁂 xian
䁃 biao
䁄 xing
䁅 meng
䁆 ye
䁇 mi
䁈 qi
䁉 qi
䁊 wo
䁋 xie,zhe
䁌 yu
䁍 kan,qia
䁎 cheng,ting
䁏 yao
䁐 ying
䁑 yang
䁒 ji,zi
䁓 jie,zong
䁔 han,xuan
䁕 min
䁖 lou
䁗 kai
䁘 yao
䁙 yan
䁚 qiong,sun
䁛 gui
䁜 huang
䁝 ying
䁞 sheng
䁟 cha
䁠 lian
䁢 xuan
䁣 chuan
䁤 che,hui,zhe
䁥 ni
䁦 qu
䁧 miao
䁨 huo
䁩 yu
䁪 zhan
䁫 hu,meng
䁬 ceng
䁭 biao
䁮 qian
䁯 xi,xie
䁰 jiang
䁱 kou
䁲 mai
䁳 mang
䁴 shan,zhan
䁵 bian,huan
䁶 ji,jiao
䁷 jue,wu
䁸 nang,nong
䁹 bi
䁺 shi,yi
䁻 li,shuo
䁼 mo
䁽 lie
䁾 mie
䁿 mo
䂀 xi
䂁 chan
䂂 qu
䂃 jiao
䂄 huo
䂅 xian
䂆 xu
䂇 niu
䂈 tong
䂉 hou
䂊 yu
䂌 chong
䂍 bo
䂎 cuan,zuan
䂏 diao
䂐 zhuo
䂑 ji
䂒 qia
䂔 xing
䂕 hui
䂖 shi
䂗 ku
䂙 dui
䂚 yao
䂛 yu
䂜 bang
䂝 jie
䂞 zhe
䂟 jia
䂠 shi
䂡 di
䂢 dong
䂣 ci
䂤 fu
䂥 min
䂦 zhen
䂧 zhen
䂩 qing,yan
䂪 diao,qiao
䂫 hang,hong
䂬 gong
䂭 qiao
䂮 lve
䂯 guai
䂰 la
䂱 rui
䂲 fa
䂳 cha,cuo
䂴 yan
䂵 gong
䂶 jie
䂷 guai
䂸 guo
䂹 suo
䂺 ke,wo
䂻 zheng
䂼 nie
䂽 diao
䂾 lai
䂿 ta
䃀 cui
䃁 ya
䃂 gun
䃅 di
䃇 mian
䃈 jie
䃉 min
䃊 ju
䃋 yu
䃌 yin,zhen
䃍 zhao
䃎 zha
䃏 xing
䃑 ban,pan
䃒 he
䃓 gou
䃔 hong,qiong
䃕 lao,luo
䃖 wu
䃗 bo,zhuo
䃘 keng
䃙 lu
䃚 cu,zu
䃛 lian
䃜 yi
䃝 qiao
䃞 shu
䃠 xuan
䃡 jin,qin
䃢 qin
䃣 hui
䃤 su
䃥 chuang
䃦 dun
䃧 long
䃩 nao
䃪 tan
䃫 dan
䃬 kui,lei,wei
䃭 gan
䃮 da
䃯 li
䃰 ca
䃱 xian
䃲 pan
䃳 la,lie
䃴 zhu
䃵 niao
䃶 guai,gui,huai
䃷 ying
䃸 jin,xian
䃹 lan
䃺 mo
䃻 ba
䃽 fu,gui,zhi
䃾 bi
䃿 fu
䄀 huo
䄁 yi
䄂 liu
䄃 yang
䄄 yin
䄅 juan
䄆 huan,huo
䄇 cheng
䄈 dou,xiang
䄉 e
䄋 yan
䄌 chuo,zhui
䄍 zha
䄎 qi
䄏 yu
䄐 quan
䄑 huo
䄒 nie
䄓 huang
䄔 ju
䄕 she
䄘 peng
䄙 ming
䄚 cao
䄛 lou
䄜 chi,li
䄝 chuang
䄟 cui
䄠 shan
䄡 dan
䄢 qi
䄤 lai,lan
䄥 ling
䄦 liao
䄧 reng
䄨 yu
䄩 yi
䄪 diao
䄫 qi
䄬 yi
䄭 nian
䄮 fu
䄯 jian
䄰 ya
䄱 fang
䄲 rui
䄳 xian
䄶 bi,bo
䄷 shi
䄸 po
䄹 nian
䄺 ti,zhi
䄻 chao,tao,tiao
䄼 tian
䄽 tian
䄾 rong,ru
䄿 yi
䅀 lie
䅁 an
䅂 he
䅃 jiong,qiong
䅄 li
䅅 gui,wa
䅆 zi
䅇 su
䅈 yuan
䅉 ya
䅊 cha
䅋 wan
䅌 juan
䅍 ting
䅎 you
䅏 hui
䅐 jian
䅑 rui
䅒 mang
䅓 ju
䅔 zi
䅕 ju
䅖 an,yan,ye
䅗 sui
䅘 lai
䅙 hun
䅚 quan
䅛 chang
䅜 chui,duo,tuo
䅝 kong
䅞 ne
䅟 can
䅠 ti
䅡 xu
䅢 jiu
䅣 huang
䅤 qi
䅥 ge,jie
䅦 mao
䅧 yan,yin
䅩 qi,zhi
䅪 tui
䅬 ai
䅭 pang
䅮 cang
䅯 tang
䅰 en
䅱 hun
䅲 qi
䅳 chu,zou
䅴 suo
䅵 zhuo
䅶 nou
䅷 chu,tu
䅸 shen,zu
䅹 lou
䅺 biao,miao
䅻 li
䅼 man
䅽 gu,xin
䅾 cen,qian
䅿 hua,huang
䆀 mei
䆁 gao
䆂 lian
䆃 dao
䆄 zhan
䆅 zi
䆈 zhi
䆉 ba
䆊 cui,mei
䆋 qiu
䆍 long
䆎 xian
䆏 fei,fen
䆐 guo
䆑 cheng
䆒 jiu
䆓 e,ruan
䆔 chong
䆕 yue
䆖 hong
䆗 yao
䆘 ya,za
䆙 yao
䆚 dong,tong
䆛 zha
䆜 you
䆝 xue,zhu
䆞 yao
䆟 ao,ke
䆠 huan
䆡 lang
䆢 yue
䆣 chen
䆦 shen
䆨 ning
䆩 ming
䆪 hong
䆫 chuang
䆬 yun
䆭 xuan
䆮 jin
䆯 zhuo
䆰 yu
䆱 tan
䆲 kang
䆳 qiong
䆵 cheng
䆶 jiu
䆷 xue
䆸 zheng
䆹 chong,tong
䆺 pan
䆻 qiao
䆽 qu
䆾 lan
䆿 yi
䇀 rong
䇁 si
䇂 qian
䇃 si
䇅 fa
䇇 meng
䇈 hua
䇋 hai
䇌 qiao
䇍 chu,qi
䇎 que
䇏 dui
䇐 li
䇑 ba,pi
䇒 jie
䇓 xu
䇔 luo,nuo
䇖 yun
䇗 zhong
䇘 hu
䇙 yin
䇛 zhi
䇜 qian
䇞 gan
䇟 jian
䇠 zhu
䇡 zhu
䇢 gu,ku
䇣 nie
䇤 rui
䇥 ze
䇦 ang,ying
䇧 ji,zhi
䇨 gong,xiang
䇩 ye,yi
䇪 chi
䇫 ji
䇬 chuang,shu,zhu
䇭 lao
䇮 ren
䇯 rong
䇰 zheng
䇱 na
䇲 ce,jia
䇵 yi
䇶 jue,wo
䇷 bie
䇸 cheng,ting
䇹 jun
䇺 dou
䇻 wei
䇼 yi
䇽 zhe,zhi
䇾 yan
䈀 san
䈁 lun
䈂 ping
䈃 zhao
䈄 han
䈅 yu
䈆 dai
䈇 zhao
䈈 ba,fei
䈉 qie,sha
䈊 ling
䈋 ta
䈌 qu
䈍 mang,meng
䈎 ye
䈏 bao,fu
䈐 gui
䈑 gua
䈒 lan,nan
䈓 ge,qia
䈕 ji,shi,ti,yi
䈖 ke
䈗 suo
䈘 ci
䈙 zhou
䈚 tai
䈛 kuai
䈜 qin
䈝 xu
䈞 du
䈟 ce,zha
䈠 huan,yuan
䈡 cong,song
䈢 sai,xi
䈣 zheng
䈤 qian
䈥 jin
䈦 zong
䈧 wei
䈪 xi
䈫 na
䈬 pu
䈭 huai,sou
䈮 ju
䈯 zhen
䈰 shao
䈱 tao
䈲 ban,pan
䈳 ta
䈴 qian
䈵 weng
䈶 rong
䈷 luo
䈸 hu
䈹 sou
䈺 zhong
䈻 pu
䈼 mi,mie
䈽 jin
䈾 shao,shuo
䈿 mi
䉀 shu
䉁 ling
䉂 lei
䉃 jiang
䉄 leng
䉅 zhi
䉆 diao
䉈 san
䉉 gu,hu
䉊 fan
䉋 mei
䉌 sui
䉍 jian
䉎 tang
䉏 xie
䉐 ku
䉑 wu
䉒 fan
䉓 luo
䉔 can
䉕 ceng
䉖 ling
䉗 yi
䉘 cong
䉙 yun
䉚 meng
䉛 ao,yu
䉜 zhi
䉝 yi
䉞 dan
䉟 huo
䉠 wei
䉡 tan
䉢 se
䉣 xie
䉤 sou
䉥 song
䉦 qian
䉧 liu
䉨 yi
䉪 lei
䉫 li
䉬 fei
䉭 lie
䉮 lin
䉯 xian
䉰 jiao,xiao
䉱 ou
䉲 mi
䉳 xian
䉴 rang
䉵 zhuan,zuan
䉶 shuang
䉷 yan
䉸 bian
䉹 ling
䉺 hong
䉻 qi
䉼 liao
䉽 ban
䉾 bi
䉿 hu
䊀 hu
䊂 ce,se
䊃 pei
䊄 qiong
䊅 ming
䊆 jiu,qiu
䊇 bu
䊈 mei
䊉 san
䊊 wei
䊍 li
䊎 quan,qun
䊐 hun
䊑 xiang
䊓 shi
䊔 ying
䊖 nan
䊗 huang
䊘 jiu
䊙 yan
䊛 sa
䊜 tuan
䊝 xie
䊞 che,zhe
䊟 men
䊠 xi
䊡 man
䊣 huang
䊤 dan,tan
䊥 xiao
䊦 ye
䊧 bi
䊨 luo
䊩 fan
䊪 li
䊫 cui
䊬 chua
䊭 chou,dao
䊮 di
䊯 kuang
䊰 chu
䊱 xian
䊲 chan
䊳 mi,mo
䊴 qian
䊵 qiu
䊶 zhen
䊺 hu
䊻 gan
䊼 chi
䊽 guai,jue
䊾 mu
䊿 bo
䋀 hua
䋁 geng
䋂 yao
䋃 mao
䋄 wang
䋈 na,ru
䋉 xue
䋊 zheng
䋋 min
䋌 jiang
䋎 zhan
䋏 zha,zuo
䋐 yue
䋑 lie
䋓 zhou
䋔 bi
䋕 ren
䋖 yu
䋘 chuo
䋙 er
䋚 yi
䋛 mi
䋜 qing
䋞 wang
䋟 ji
䋠 bu
䋢 bie
䋣 fan,po
䋤 yue
䋥 li
䋦 fan
䋧 qu
䋨 fu
䋩 er
䋪 e
䋫 zheng
䋬 tian
䋭 yu
䋮 jin
䋯 qi
䋰 ju
䋱 lai
䋲 che
䋳 bei
䋴 niu
䋵 ye,yi
䋶 xie,xu
䋷 mou
䋸 xun
䋹 fu
䋻 nin
䋼 ting,ying
䋽 beng
䋾 na,zha
䋿 wei
䌀 ke
䌁 yao
䌂 ou
䌃 shuo,xiao
䌄 geng
䌅 tang
䌆 gui
䌇 hui
䌈 ta
䌊 yao
䌋 da
䌌 qi
䌍 jin
䌎 lve
䌏 mi
䌐 mi
䌑 jian
䌒 lu
䌓 fan
䌔 ou
䌕 mi
䌖 jie
䌗 fu
䌘 bi,bie
䌙 huang
䌚 su
䌛 yao
䌜 nie
䌝 jin
䌞 lian
䌟 bi,bo
䌠 jian
䌡 ti
䌢 ling
䌣 zuan
䌤 shi,zhi
䌥 yin
䌦 dao
䌧 chou
䌨 ca,cai
䌩 mie
䌪 yan
䌫 lan
䌬 chong
䌭 jiao
䌮 shuang
䌯 guan,quan
䌰 nie
䌱 luo
䌳 shi
䌴 luo
䌵 zhu
䌷 chou
䌸 juan
䌹 jiong
䌺 er
䌻 yi
䌼 rui
䌽 cai
䌾 ren
䌿 fu
䍀 lan
䍁 sui
䍂 yu
䍃 you
䍄 dian
䍅 ling
䍆 zhu
䍇 ta
䍈 ping
䍉 zhai
䍊 jiao
䍋 chui
䍌 bu
䍍 kou
䍎 cun,xian
䍐 han
䍑 han
䍒 mou
䍓 hu
䍔 gong
䍕 di
䍖 fu
䍗 xuan
䍘 mi
䍙 mei,mou
䍚 lang
䍛 gu
䍜 zhao
䍝 ta
䍞 yu
䍟 zong
䍠 li
䍡 lu
䍢 wu
䍣 lei
䍤 ji
䍥 li
䍦 li
䍨 fei,po
䍩 yang
䍪 wa
䍫 tuo
䍬 peng
䍮 zhao
䍯 gui
䍱 xu
䍲 nai
䍳 chuo,jue,que
䍴 wei
䍵 zheng
䍶 dong
䍷 wei
䍸 bo
䍺 huan
䍻 xuan
䍼 can,zan
䍽 li
䍾 yan
䍿 huang
䎀 xue
䎁 hu
䎂 bao
䎃 ran
䎄 tiao,xiao
䎅 po
䎆 liao
䎇 zhou
䎈 yi
䎉 xu
䎊 luo,po
䎋 kao
䎌 chu
䎎 na
䎏 han
䎐 chao
䎑 lu
䎒 zhan
䎓 ta
䎔 fu
䎕 hong
䎖 zeng
䎗 qiao
䎘 su
䎙 pin
䎚 guan
䎜 hun
䎝 chu
䎟 er
䎠 er,nuo
䎡 ruan
䎢 qi
䎣 si
䎤 ju
䎦 yan
䎧 bang,pou
䎨 an,ye
䎩 zi
䎪 ne
䎫 chuang
䎬 ba
䎭 cao
䎮 ti
䎯 han
䎰 zuo
䎱 ba,bei
䎲 zhe
䎳 wa
䎴 geng,sheng
䎵 bi
䎶 er
䎷 zhu
䎸 wu
䎹 wen
䎺 zhi
䎻 zhou
䎼 lu
䎽 wen
䎾 gun
䎿 qiu
䏀 la
䏁 zai
䏂 sou
䏃 mian,ming
䏄 di,zhi
䏅 qi
䏆 cao
䏇 piao
䏈 lian,luan
䏉 shi
䏊 long
䏋 su
䏌 qi,yi
䏍 yuan
䏎 feng
䏏 xu
䏐 jue
䏑 di
䏒 pan,pian
䏓 guan
䏔 niu,nv,rou,zhou
䏕 ren
䏖 yin,zhen
䏗 gai
䏘 pi
䏙 dan,tan,zhuan
䏚 chao,miao
䏛 chun
䏜 he
䏝 zhuan
䏞 mo
䏟 bi,bie
䏠 la,qi
䏡 shi
䏢 bi
䏣 jue
䏤 si
䏦 gua,tian
䏧 chi,na
䏨 dui,hui
䏩 xi
䏪 er
䏫 xiu
䏬 mou
䏮 xi
䏯 zhi
䏰 run
䏱 ju
䏲 die,ti
䏳 zhe
䏴 shao
䏵 mang,meng
䏶 bi
䏷 han
䏸 yu
䏹 chen,xian
䏺 pang
䏻 neng
䏼 can,zhan
䏽 bu,pei
䏿 qi
䐀 ji
䐁 du,zhuo
䐂 lu
䐃 jun,zhun
䐄 han,xian
䐅 xi
䐆 cai
䐇 chun,wen
䐈 zhi
䐉 nao,zi
䐊 hun,kun
䐋 cong
䐌 tian
䐍 chu
䐎 di
䐏 chun,shun
䐐 qiu
䐑 zhe
䐒 zha
䐓 rou
䐔 bian,bin
䐕 ji
䐖 xi
䐗 du,zhu
䐘 jue
䐙 ge
䐚 ji
䐛 da
䐜 chen
䐝 suo
䐞 ruo
䐟 gou,xiang
䐠 huang
䐡 qi
䐢 chu,zhou,zhu
䐣 sun
䐤 chai,cuo
䐥 weng
䐦 ke
䐧 he,kao
䐨 gu,que
䐩 gai,gui,kai
䐪 fan
䐫 cong
䐬 cao
䐭 di,zhi
䐮 chan
䐯 lei
䐰 xiu
䐱 zhai
䐲 zhe
䐳 yu
䐴 gui
䐵 gong,huang
䐶 jin,qian,zan
䐷 dan
䐸 guo,huo
䐹 sao,sou,xiao
䐺 tan
䐻 gu
䐼 xi
䐽 man
䐾 duo
䐿 ao
䑀 pi
䑁 wu
䑂 ai
䑃 meng
䑄 pi,yi
䑅 meng
䑆 yang
䑇 zhi
䑈 bo
䑉 ying
䑊 wei
䑋 rang
䑌 lan
䑍 yan,ying
䑎 chan
䑏 huan,quan
䑐 zhen
䑑 pu
䑓 tai
䑔 fei
䑕 shu
䑗 dang
䑘 cuo
䑙 ran,tan,tian
䑚 tian
䑛 chi
䑜 ta,tie
䑝 jia
䑞 shun
䑟 huang
䑠 liao
䑣 chen
䑤 jin
䑥 e,sa
䑦 gou
䑧 fu
䑨 duo
䑪 e
䑫 beng
䑬 tao,tiao,yao
䑭 di
䑯 di
䑰 bu
䑱 wan
䑲 zhao
䑳 lun
䑴 qi
䑵 mu
䑶 qian
䑸 zong
䑹 sao,sou
䑻 you
䑼 zhou
䑽 ta
䑿 su
䒀 bu
䒁 xi
䒂 jiang
䒃 cao
䒄 fu
䒅 teng
䒆 che
䒇 fu
䒈 fei
䒉 wu
䒊 xi
䒋 yang
䒌 ming
䒍 pang
䒎 mang
䒏 seng
䒐 meng
䒑 cao
䒒 tiao
䒓 kai
䒔 bai
䒕 xiao
䒖 xin
䒗 qi
䒚 shao
䒛 huan
䒜 niu
䒝 xiao
䒞 chen,yin
